geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
6298,-23.51,-46.76,osasco,SP
6278,-23.48,-46.79,osasco,SP
6233,-23.51,-46.78,osasco,SP
6230,-23.51,-46.8,osasco,SP
6296,-23.52,-46.76,osasco,SP
6266,-23.49,-46.79,osasco,SP
6253,-23.5,-46.8,osasco,SP
6223,-23.51,-46.78,osasco,SP
6273,-23.5,-46.77,osasco,SP
6263,-23.49,-46.8,osasco,SP
6268,-23.5,-46.79,osasco,SP
6213,-23.53,-46.77,osasco,SP
6293,-23.51,-46.76,osasco,SP
6220,-23.52,-46.78,osasco,SP
6260,-23.5,-46.79,osasco,SP
6280,-23.51,-46.76,osasco,SP
6283,-23.52,-46.77,osasco,SP
6270,-23.5,-46.77,osasco,SP
6250,-23.5,-46.79,osasco,SP
6246,-23.5,-46.81,osasco,SP
6288,-23.5,-46.77,osasco,SP
6243,-23.5,-46.8,osasco,SP
6290,-23.52,-46.77,osasco,SP
6240,-23.5,-46.8,osasco,SP
6382,-23.55,-46.84,carapicuíba,SP
6342,-23.58,-46.82,carapicuiba,SP
6396,-23.53,-46.85,carapicuiba,SP
6332,-23.55,-46.83,carapicuiba,SP
6385,-23.55,-46.84,carapicuiba,SP
6384,-23.54,-46.85,carapicuiba,SP
6386,-23.53,-46.85,carapicuiba,SP
6365,-23.55,-46.85,carapicuiba,SP
6395,-23.53,-46.85,carapicuiba,SP
6325,-23.53,-46.84,carapicuiba,SP
6330,-23.56,-46.83,carapicuiba,SP
6310,-23.52,-46.84,carapicuiba,SP
6355,-23.56,-46.87,carapicuiba,SP
6380,-23.55,-46.83,carapicuiba,SP
6333,-23.56,-46.83,carapicuiba,SP
6331,-23.54,-46.83,carapicuiba,SP
6343,-23.57,-46.83,carapicuiba,SP
6317,-23.53,-46.85,carapicuiba,SP
6315,-23.53,-46.84,carapicuiba,SP
6320,-23.52,-46.84,carapicuiba,SP
6326,-23.53,-46.83,carapicuiba,SP
6321,-23.54,-46.83,carapicuíba,SP
6345,-23.58,-46.84,carapicuiba,SP
6390,-23.54,-46.85,carapicuiba,SP
6362,-23.55,-46.84,carapicuíba,SP
6361,-23.54,-46.86,carapicuiba,SP
6341,-23.57,-46.82,carapicuiba,SP
6327,-23.53,-46.82,carapicuiba,SP
6311,-23.52,-46.85,carapicuiba,SP
6364,-23.56,-46.84,carapicuiba,SP
6352,-23.57,-46.87,carapicuiba,SP
6381,-23.55,-46.84,carapicuiba,SP
6322,-23.53,-46.83,carapicuiba,SP
6360,-23.56,-46.84,carapicuiba,SP
6335,-23.56,-46.83,carapicuiba,SP
6363,-23.57,-46.84,carapicuiba,SP
6340,-23.57,-46.82,carapicuiba,SP
6350,-23.58,-46.86,carapicuiba,SP
6397,-23.53,-46.86,carapicuiba,SP
6329,-23.54,-46.82,carapicuiba,SP
6394,-23.53,-46.86,carapicuiba,SP
6328,-23.56,-46.86,carapicuiba,SP
6351,-23.57,-46.86,carapicuiba,SP
6334,-23.54,-46.83,carapicuiba,SP
6387,-23.55,-46.84,carapicuiba,SP
6379,-23.53,-46.86,carapicuíba,SP
6455,-23.5,-46.86,barueri,SP
6428,-23.5,-46.96,barueri,SP
6449,-23.54,-46.87,barueri,SP
6472,-23.48,-46.85,barueri,SP
6454,-23.49,-46.85,barueri,SP
6405,-23.5,-46.9,barueri,SP
6414,-23.5,-46.87,barueri,SP
6401,-23.51,-46.89,barueri,SP
6402,-23.51,-46.88,barueri,SP
6412,-23.5,-46.88,barueri,SP
6448,-23.55,-46.88,barueri,SP
6453,-23.5,-46.85,barueri,SP
6413,-23.48,-46.88,barueri,SP
6417,-23.49,-46.89,barueri,SP
6407,-23.5,-46.89,barueri,SP
6462,-23.48,-46.8,barueri,SP
6433,-23.53,-46.89,barueri,SP
6460,-23.5,-46.84,barueri,SP
6423,-23.5,-46.9,barueri,SP
6447,-23.55,-46.88,barueri,SP
6420,-23.51,-46.89,barueri,SP
6458,-23.49,-46.82,barueri,SP
6422,-23.52,-46.89,barueri,SP
6436,-23.54,-46.89,barueri,SP
6465,-23.51,-46.85,barueri,SP
6470,-23.5,-46.86,barueri,SP
6404,-23.51,-46.87,barueri,SP
6440,-23.51,-46.86,barueri,SP
6421,-23.51,-46.9,barueri,SP
6416,-23.49,-46.9,barueri,SP
6437,-23.54,-46.89,barueri,SP
6473,-23.48,-46.87,barueri,SP
6410,-23.5,-46.87,barueri,SP
6474,-23.49,-46.85,barueri,SP
6409,-23.49,-46.9,barueri,SP
6444,-23.54,-46.88,barueri,SP
6429,-23.49,-46.95,barueri,SP
6411,-23.5,-46.88,barueri,SP
6471,-23.49,-46.85,barueri,SP
6435,-23.53,-46.89,barueri,SP
6406,-23.5,-46.89,barueri,SP
6408,-23.5,-46.89,barueri,SP
6415,-23.49,-46.89,barueri,SP
6485,-23.48,-46.85,barueri,SP
6445,-23.53,-46.86,barueri,SP
6434,-23.54,-46.88,barueri,SP
6443,-23.55,-46.87,barueri,SP
6463,-23.51,-46.81,barueri,SP
6442,-23.52,-46.86,barueri,SP
6419,-23.48,-46.89,barueri,SP
6418,-23.48,-46.89,barueri,SP
6475,-23.49,-46.84,barueri,SP
6424,-23.5,-46.87,barueri,SP
6480,-23.49,-46.86,barueri,SP
6532,-23.44,-46.9,santana de parnaiba,SP
6542,-23.48,-46.86,santana de parnaiba,SP
6550,-23.41,-46.97,pirapora do bom jesus,SP
6501,-23.44,-46.92,santana de parnaiba,SP
6540,-23.46,-46.88,santana de parnaiba,SP
6541,-23.46,-46.87,santana de parnaíba,SP
6502,-23.45,-46.93,santana de parnaíba,SP
6535,-23.43,-46.85,santana de parnaiba,SP
6543,-23.46,-46.82,santana de parnaiba,SP
6544,-23.46,-46.87,santana de parnaiba,SP
6513,-23.47,-46.9,santana de parnaiba,SP
6520,-23.47,-46.98,santana de parnaiba,SP
6519,-23.49,-46.97,santana de parnaiba,SP
6530,-23.41,-46.88,santana de parnaiba,SP
6515,-23.48,-46.9,santana de parnaiba,SP
6516,-23.48,-46.89,santana de parnaiba,SP
6537,-23.43,-46.83,santana de parnaíba,SP
6503,-23.46,-46.93,santana de parnaiba,SP
6528,-23.41,-46.9,santana de parnaíba,SP
6506,-23.42,-46.96,santana de parnaiba,SP
6539,-23.47,-46.88,santana de parnaiba,SP
6529,-23.41,-46.87,santana de parnaiba,SP
6523,-23.49,-47,santana de parnaiba,SP
6509,-23.45,-46.94,santana de parnaiba,SP
6526,-23.43,-46.93,santana de parnaiba,SP
6524,-23.48,-47,santana de parnaiba,SP
6505,-23.41,-46.94,santana de parnaiba,SP
6531,-23.42,-46.88,santana de parnaiba,SP
6533,-23.42,-46.87,santana de parnaiba,SP
6525,-23.42,-46.89,santana de parnaiba,SP
6504,-23.44,-46.93,santana de parnaiba,SP
6514,-23.47,-46.91,santana de parnaiba,SP
6517,-23.48,-46.93,santana de parnaiba,SP
6534,-23.41,-46.88,santana de parnaiba,SP
6626,-23.55,-46.92,jandira,SP
6656,-23.55,-46.92,itapevi,SP
6624,-23.54,-46.91,jandira,SP
6636,-23.56,-46.9,jandira,SP
6653,-23.55,-46.93,itapevi,SP
6654,-23.54,-46.93,itapevi,SP
6680,-23.53,-46.92,itapevi,SP
6655,-23.56,-46.91,itapevi,SP
6622,-23.55,-46.9,jandira,SP
6663,-23.56,-46.94,itapevi,SP
6642,-23.56,-46.87,jandira,SP
6652,-23.55,-46.93,itapevi,SP
6620,-23.54,-46.89,jandira,SP
6600,-23.53,-46.9,jandira,SP
6665,-23.55,-46.95,itapevi,SP
6695,-23.53,-46.96,itapevi,SP
6608,-23.53,-46.92,jandira,SP
6685,-23.54,-47.01,itapevi,SP
6657,-23.56,-46.93,itapevi,SP
6660,-23.55,-46.95,itapevi,SP
6606,-23.53,-46.91,jandira,SP
6693,-23.54,-46.94,itapevi,SP
6604,-23.54,-46.9,jandira,SP
6616,-23.53,-46.91,jandira,SP
6612,-23.52,-46.92,jandira,SP
6670,-23.58,-46.97,itapevi,SP
6690,-23.53,-46.95,itapevi,SP
6694,-23.54,-46.94,itapevi,SP
6618,-23.52,-46.9,jandira,SP
6683,-23.55,-46.92,itapevi,SP
6696,-23.53,-46.94,itapevi,SP
6602,-23.53,-46.9,jandira,SP
6634,-23.56,-46.9,jandira,SP
6610,-23.52,-46.92,jandira,SP
6675,-23.55,-46.97,itapevi,SP
6650,-23.54,-46.94,itapevi,SP
6609,-23.54,-46.91,jandira,SP
6630,-23.56,-46.89,jandira,SP
6684,-23.54,-46.94,itapevi,SP
6631,-23.55,-46.91,jandira,SP
6633,-23.53,-46.89,jandira,SP
6673,-23.55,-46.91,itapevi,SP
6648,-23.55,-46.87,jandira,SP
6716,-23.61,-46.91,cotia,SP
6756,-23.61,-46.77,taboao da serra,SP
6755,-23.6,-46.77,taboao da serra,SP
6730,-23.66,-47,vargem grande paulista,SP
6763,-23.61,-46.76,taboao da serra,SP
6706,-23.58,-46.87,cotia,SP
6705,-23.59,-46.88,cotia,SP
6775,-23.64,-46.8,taboão da serra,SP
6785,-23.63,-46.8,taboao da serra,SP
6700,-23.62,-46.94,cotia,SP
6786,-23.62,-46.81,taboao da serra,SP
6765,-23.62,-46.77,taboao da serra,SP
6773,-23.64,-46.79,taboao da serra,SP
6719,-23.62,-46.95,cotia,SP
6704,-23.57,-46.92,cotia,SP
6754,-23.61,-46.76,taboao da serra,SP
6727,-23.68,-47.02,cotia,SP
6712,-23.61,-46.85,cotia,SP
6725,-23.69,-47.02,cotia,SP
6783,-23.63,-46.79,taboao da serra,SP
6711,-23.62,-46.84,cotia,SP
6764,-23.61,-46.77,taboao da serra,SP
6766,-23.63,-46.78,taboao da serra,SP
6713,-23.62,-46.85,cotia,SP
6710,-23.6,-46.82,cotia,SP
6770,-23.64,-46.79,taboao da serra,SP
6703,-23.59,-46.91,cotia,SP
6717,-23.61,-46.93,cotia,SP
6709,-23.59,-46.82,cotia,SP
6794,-23.62,-46.81,taboão da serra,SP
6708,-23.59,-46.84,cotia,SP
6787,-23.63,-46.8,taboao da serra,SP
6780,-23.62,-46.79,taboao da serra,SP
6726,-23.67,-47.03,cotia,SP
6767,-23.62,-46.79,taboao da serra,SP
6715,-23.61,-46.88,cotia,SP
6784,-23.62,-46.79,taboão da serra,SP
6790,-23.61,-46.78,taboao da serra,SP
6768,-23.61,-46.75,taboao da serra,SP
6707,-23.59,-46.87,cotia,SP
6753,-23.6,-46.75,taboao da serra,SP
6702,-23.58,-46.92,cotia,SP
6760,-23.61,-46.77,taboao da serra,SP
6774,-23.64,-46.8,taboao da serra,SP
6721,-23.65,-46.98,cotia,SP
6714,-23.6,-46.87,cotia,SP
6720,-23.64,-46.98,cotia,SP
6722,-23.65,-46.96,cotia,SP
6795,-23.62,-46.8,taboao da serra,SP
6757,-23.61,-46.78,taboao da serra,SP
6729,-23.71,-47.03,cotia,SP
6728,-23.68,-47.02,cotia,SP
6701,-23.6,-46.97,cotia,SP
6723,-23.71,-47.05,cotia,SP
6724,-23.68,-46.9,cotia,SP
6793,-23.62,-46.81,taboao da serra,SP
6738,-23.65,-47,vargem grande paulista,SP
6814,-23.66,-46.81,embu das artes,SP
6826,-23.66,-46.8,embu das artes,SP
6865,-23.74,-46.79,itapecerica da serra,SP
6843,-23.66,-46.86,embu,SP
6833,-23.65,-46.84,embu das artes,SP
6835,-23.68,-46.85,embu das artes,SP
6850,-23.7,-46.85,itapecerica da serra,SP
6815,-23.65,-46.81,embu das artes,SP
6803,-23.65,-46.85,embu das artes,SP
6852,-23.71,-46.86,itapecerica da serra,SP
6846,-23.64,-46.87,embu das artes,SP
6867,-23.75,-46.81,itapecerica da serra,SP
6876,-23.77,-46.89,itapecerica da serra,SP
6851,-23.72,-46.86,itapecerica da serra,SP
6840,-23.65,-46.86,embu das artes,SP
6813,-23.65,-46.8,embu das artes,SP
6807,-23.63,-46.83,embu,SP
6856,-23.69,-46.8,itapecerica da serra,SP
6844,-23.66,-46.89,embu das artes,SP
6820,-23.66,-46.8,embu das artes,SP
6871,-23.72,-46.85,itapecerica da serra,SP
6824,-23.67,-46.81,embu das artes,SP
6817,-23.63,-46.81,embu das artes,SP
6823,-23.67,-46.8,embu das artes,SP
6890,-23.85,-46.95,são lourenço da serra,SP
6804,-23.64,-46.85,embu das artes,SP
6872,-23.73,-46.86,itapecerica da serra,SP
6859,-23.72,-46.84,itapecerica da serra,SP
6888,-23.69,-46.86,itapecerica da serra,SP
6806,-23.64,-46.84,embu das artes,SP
6816,-23.65,-46.84,embu das artes,SP
6810,-23.65,-46.8,embu das artes,SP
6863,-23.72,-46.8,itapecerica da serra,SP
6853,-23.69,-46.85,itapecerica da serra,SP
6864,-23.75,-46.79,itapecerica da serra,SP
6855,-23.69,-46.83,itapecerica da serra,SP
6857,-23.71,-46.8,itapecerica da serra,SP
6885,-23.7,-46.88,itapecerica da serra,SP
6805,-23.64,-46.85,embu das artes,SP
6866,-23.76,-46.81,itapecerica da serra,SP
6874,-23.76,-46.84,itapecerica da serra,SP
6858,-23.72,-46.83,itapecerica da serra,SP
6825,-23.67,-46.81,embu das artes,SP
6845,-23.64,-46.9,embu das artes,SP
6861,-23.73,-46.8,itapecerica da serra,SP
6868,-23.75,-46.79,itapecerica da serra,SP
6882,-23.74,-46.9,itapecerica da serra,SP
6860,-23.72,-46.84,itapecerica da serra,SP
6887,-23.72,-46.81,itapecerica da serra,SP
6886,-23.72,-46.9,itapecerica da serra,SP
6880,-23.78,-46.92,itapecerica da serra,SP
6870,-23.75,-46.89,itapecerica da serra,SP
6854,-23.7,-46.85,itapecerica da serra,SP
6830,-23.65,-46.84,embu das artes,SP
6869,-23.74,-46.85,itapecerica da serra,SP
6873,-23.75,-46.86,itapecerica da serra,SP
6877,-23.78,-46.9,itapecerica da serra,SP
6881,-23.74,-46.92,itapecerica da serra,SP
6818,-23.64,-46.84,embu das artes,SP
6900,-23.83,-46.81,embu-guacu,SP
6950,-23.93,-47.07,juquitiba,SP
7041,-23.48,-46.55,guarulhos,SP
7084,-23.45,-46.48,guarulhos,SP
7082,-23.43,-46.54,guarulhos,SP
7012,-23.47,-46.53,guarulhos,SP
7061,-23.45,-46.55,guarulhos,SP
7023,-23.48,-46.54,guarulhos,SP
7062,-23.46,-46.55,guarulhos,SP
7020,-23.47,-46.54,guarulhos,SP
7024,-23.47,-46.55,guarulhos,SP
7044,-23.48,-46.55,guarulhos,SP
7021,-23.48,-46.54,guarulhos,SP
7092,-23.46,-46.54,guarulhos,SP
7040,-23.48,-46.54,guarulhos,SP
7074,-23.46,-46.56,guarulhos,SP
7031,-23.5,-46.55,guarulhos,SP
7064,-23.45,-46.55,guarulhos,SP
7097,-23.45,-46.54,guarulhos,SP
7091,-23.46,-46.54,guarulhos,SP
7043,-23.48,-46.55,guarulhos,SP
7073,-23.45,-46.57,guarulhos,SP
7096,-23.45,-46.54,guarulhos,SP
7095,-23.46,-46.54,guarulhos,SP
7032,-23.51,-46.55,guarulhos,SP
7010,-23.47,-46.53,guarulhos,SP
7072,-23.45,-46.56,guarulhos,SP
7053,-23.47,-46.56,guarulhos,SP
7080,-23.44,-46.55,guarulhos,SP
7070,-23.45,-46.55,guarulhos,SP
7063,-23.46,-46.56,guarulhos,SP
7094,-23.45,-46.54,guarulhos,SP
7083,-23.44,-46.55,guarulhos,SP
7054,-23.47,-46.56,guarulhos,SP
7090,-23.47,-46.54,guarulhos,SP
7050,-23.46,-46.55,guarulhos,SP
7060,-23.45,-46.55,guarulhos,SP
7042,-23.48,-46.55,guarulhos,SP
7077,-23.43,-46.55,guarulhos,SP
7025,-23.48,-46.54,guarulhos,SP
7011,-23.47,-46.53,guarulhos,SP
7030,-23.49,-46.55,guarulhos,SP
7093,-23.46,-46.54,guarulhos,SP
7033,-23.5,-46.56,guarulhos,SP
7051,-23.47,-46.55,guarulhos,SP
7085,-23.42,-46.55,guarulhos,SP
7081,-23.44,-46.55,guarulhos,SP
7075,-23.44,-46.56,guarulhos,SP
7022,-23.48,-46.54,guarulhos,SP
7013,-23.47,-46.52,guarulhos,SP
7071,-23.46,-46.57,guarulhos,SP
7076,-23.43,-46.57,guarulhos,SP
7052,-23.47,-46.55,guarulhos,SP
7034,-23.48,-46.53,guarulhos,SP
7056,-23.46,-46.57,guarulhos,SP
7055,-23.47,-46.56,guarulhos,SP
7087,-23.42,-46.54,guarulhos,SP
7133,-23.44,-46.51,guarulhos,SP
7131,-23.43,-46.52,guarulhos,SP
7178,-23.4,-46.39,guarulhos,SP
7130,-23.44,-46.52,guarulhos,SP
7144,-23.42,-46.51,guarulhos,SP
7142,-23.41,-46.5,guarulhos,SP
7182,-23.44,-46.47,guarulhos,SP
7114,-23.45,-46.53,guarulhos,SP
7197,-23.46,-46.52,guarulhos,SP
7112,-23.47,-46.51,guarulhos,SP
7191,-23.46,-46.51,guarulhos,SP
7173,-23.43,-46.43,guarulhos,SP
7175,-23.4,-46.4,guarulhos,SP
7123,-23.45,-46.53,guarulhos,SP
7141,-23.43,-46.5,guarulhos,SP
7151,-23.41,-46.46,guarulhos,SP
7174,-23.43,-46.43,guarulhos,SP
7155,-23.42,-46.47,guarulhos,SP
7113,-23.46,-46.52,guarulhos,SP
7152,-23.41,-46.47,guarulhos,SP
7171,-23.43,-46.44,guarulhos,SP
7111,-23.46,-46.52,guarulhos,SP
7177,-23.42,-46.39,guarulhos,SP
7140,-23.42,-46.49,guarulhos,SP
7170,-23.43,-46.45,guarulhos,SP
7132,-23.44,-46.52,guarulhos,SP
7124,-23.42,-46.53,guarulhos,SP
7135,-23.42,-46.52,guarulhos,SP
7180,-23.45,-46.47,guarulhos,SP
7193,-23.45,-46.5,guarulhos,SP
7195,-23.45,-46.51,guarulhos,SP
7161,-23.4,-46.43,guarulhos,SP
7196,-23.46,-46.51,guarulhos,SP
7153,-23.38,-46.45,guarulhos,SP
7160,-23.41,-46.45,guarulhos,SP
7176,-23.41,-46.4,guarulhos,SP
7172,-23.42,-46.43,guarulhos,SP
7190,-23.46,-46.49,guarulhos,SP
7179,-23.4,-46.42,guarulhos,SP
7110,-23.47,-46.52,guarulhos,SP
7115,-23.44,-46.53,guarulhos,SP
7192,-23.45,-46.51,guarulhos,SP
7121,-23.45,-46.52,guarulhos,SP
7194,-23.44,-46.51,guarulhos,SP
7181,-23.45,-46.47,guarulhos,SP
7150,-23.42,-46.46,guarulhos,SP
7120,-23.45,-46.52,guarulhos,SP
7145,-23.4,-46.48,guarulhos,SP
7159,-23.38,-46.41,guarulhos,SP
7184,-23.4,-46.38,guarulhos,SP
7122,-23.45,-46.52,guarulhos,SP
7134,-23.43,-46.51,guarulhos,SP
7162,-23.4,-46.45,guarulhos,SP
7183,-23.45,-46.46,guarulhos,SP
7143,-23.42,-46.5,guarulhos,SP
7156,-23.39,-46.45,guarulhos,SP
7154,-23.37,-46.45,guarulhos,SP
7241,-23.45,-46.42,guarulhos,SP
7230,-23.45,-46.45,guarulhos,SP
7252,-23.45,-46.4,guarulhos,SP
7273,-23.46,-46.42,guarulhos,SP
7240,-23.45,-46.44,guarulhos,SP
7244,-23.45,-46.41,guarulhos,SP
7243,-23.43,-46.41,guarulhos,SP
7231,-23.45,-46.47,guarulhos,SP
7251,-23.44,-46.4,guarulhos,SP
7260,-23.43,-46.51,guarulhos,SP
7272,-23.46,-46.43,guarulhos,SP
7242,-23.44,-46.42,guarulhos,SP
7215,-23.47,-46.44,guarulhos,SP
7262,-23.48,-46.39,guarulhos,SP
7221,-23.47,-46.47,guarulhos,SP
7223,-23.47,-46.48,guarulhos,SP
7210,-23.46,-46.44,guarulhos,SP
7232,-23.47,-46.46,guarulhos,SP
7270,-23.46,-46.43,guarulhos,SP
7263,-23.46,-46.4,guarulhos,SP
7261,-23.41,-46.42,guarulhos,SP
7224,-23.47,-46.48,guarulhos,SP
7222,-23.46,-46.47,guarulhos,SP
7220,-23.46,-46.46,guarulhos,SP
7250,-23.42,-46.37,guarulhos,SP
7271,-23.41,-46.46,guarulhos,SP
7283,-23.44,-46.46,guarulhos,SP
7400,-23.4,-46.33,aruja,SP
7438,-23.41,-46.29,aruja,SP
7401,-23.39,-46.31,aruja,SP
7402,-23.4,-46.32,aruja,SP
7411,-23.4,-46.34,aruja,SP
7428,-23.41,-46.32,arujá,SP
7432,-23.42,-46.37,aruja,SP
7404,-23.39,-46.3,aruja,SP
7434,-23.42,-46.33,aruja,SP
7439,-23.4,-46.27,aruja,SP
7407,-23.38,-46.31,arujá,SP
7435,-23.42,-46.32,arujá,SP
7403,-23.39,-46.31,aruja,SP
7413,-23.41,-46.36,arujá,SP
7405,-23.39,-46.3,aruja,SP
7417,-23.38,-46.32,aruja,SP
7440,-23.43,-46.29,arujá,SP
7429,-23.41,-46.33,arujá,SP
7431,-23.42,-46.36,aruja,SP
7443,-23.42,-46.31,aruja,SP
7424,-23.33,-46.31,aruja,SP
7436,-23.41,-46.3,arujá,SP
7414,-23.41,-46.37,arujá,SP
7437,-23.42,-46.29,aruja,SP
7422,-23.39,-46.35,arujá,SP
7500,-23.31,-46.23,santa isabel,SP
7600,-23.32,-46.57,mairipora,SP
7776,-23.34,-46.84,cajamar,SP
7704,-23.38,-46.75,caieiras,SP
7756,-23.39,-46.86,cajamar,SP
7716,-23.34,-46.75,caieiras,SP
7700,-23.36,-46.74,caieiras,SP
7724,-23.36,-46.73,caieiras,SP
7714,-23.35,-46.76,caieiras,SP
7733,-23.41,-46.67,caieiras,SP
7713,-23.35,-46.75,caieiras,SP
7748,-23.39,-46.73,caieiras,SP
7786,-23.33,-46.83,cajamar,SP
7745,-23.39,-46.71,caieiras,SP
7703,-23.38,-46.75,caieiras,SP
7715,-23.35,-46.75,caieiras,SP
7793,-23.41,-46.84,cajamar,SP
7790,-23.41,-46.84,cajamar,SP
7792,-23.42,-46.85,cajamar,SP
7791,-23.41,-46.87,cajamar,SP
7781,-23.28,-46.87,cajamar,SP
7743,-23.38,-46.71,caieiras,SP
7794,-23.42,-46.82,cajamar,SP
7739,-23.39,-46.71,caieiras,SP
7740,-23.39,-46.71,caieiras,SP
7749,-23.39,-46.74,caieiras,SP
7718,-23.34,-46.76,caieiras,SP
7726,-23.37,-46.7,caieiras,SP
7750,-23.36,-46.88,cajamar,SP
7788,-23.35,-46.83,cajamar,SP
7787,-23.34,-46.83,cajamar,SP
7717,-23.33,-46.75,caieiras,SP
7744,-23.4,-46.72,caieiras,SP
7734,-23.4,-46.69,caieiras,SP
7712,-23.36,-46.75,caieiras,SP
7753,-23.33,-46.92,cajamar,SP
7727,-23.37,-46.68,caieiras,SP
7741,-23.39,-46.71,caieiras,SP
7770,-23.42,-46.83,cajamar,SP
7785,-23.33,-46.83,cajamar,SP
7760,-23.33,-46.83,jordanesia,SP
7705,-23.66,-46.48,mauá,SP
7747,-23.39,-46.72,caieiras,SP
7752,-23.36,-46.85,cajamar,SP
7767,-23.34,-46.93,cajamar,SP
7789,-23.36,-46.85,cajamar,SP
7768,-23.34,-46.91,cajamar,SP
7778,-23.36,-46.87,cajamar,SP
7764,-23.38,-46.93,cajamar,SP
7807,-23.32,-46.73,franco da rocha,SP
7862,-23.32,-46.71,franco da rocha,SP
7810,-23.33,-46.76,franco da rocha,SP
7830,-23.3,-46.76,franco da rocha,SP
7853,-23.32,-46.71,franco da rocha,SP
7861,-23.31,-46.71,franco da rocha,SP
7840,-23.32,-46.73,franco da rocha,SP
7809,-23.33,-46.75,franco da rocha,SP
7851,-23.33,-46.72,franco da rocha,SP
7803,-23.33,-46.73,franco da rocha,SP
7801,-23.32,-46.72,franco da rocha,SP
7860,-23.32,-46.72,franco da rocha,SP
7859,-23.33,-46.71,franco da rocha,SP
7808,-23.32,-46.74,franco da rocha,SP
7804,-23.33,-46.73,franco da rocha,SP
7802,-23.33,-46.73,franco da rocha,SP
7865,-23.3,-46.72,franco da rocha,SP
7832,-23.31,-46.76,franco da rocha,SP
7863,-23.32,-46.7,franco da rocha,SP
7850,-23.33,-46.72,franco da rocha,SP
7866,-23.3,-46.71,franco da rocha,SP
7847,-23.31,-46.72,franco da rocha,SP
7841,-23.31,-46.74,franco da rocha,SP
7855,-23.32,-46.7,franco da rocha,SP
7857,-23.33,-46.71,franco da rocha,SP
7852,-23.32,-46.72,franco da rocha,SP
7813,-23.31,-46.76,franco da rocha,SP
7856,-23.32,-46.7,franco da rocha,SP
7835,-23.3,-46.74,franco da rocha,SP
7858,-23.33,-46.71,franco da rocha,SP
7844,-23.3,-46.74,franco da rocha,SP
7836,-23.3,-46.74,franco da rocha,SP
7849,-23.32,-46.72,franco da rocha,SP
7845,-23.31,-46.73,franco da rocha,SP
7867,-23.32,-46.78,franco da rocha,SP
7854,-23.33,-46.71,franco da rocha,SP
7846,-23.31,-46.73,franco da rocha,SP
7842,-23.31,-46.73,franco da rocha,SP
7812,-22.91,-47.01,franco da rocha,SP
7868,-23.3,-46.74,franco da rocha,SP
7811,-23.32,-46.78,franco da rocha,SP
7908,-23.29,-46.75,francisco morato,SP
7995,-23.29,-46.73,francisco morato,SP
7930,-23.25,-46.75,francisco morato,SP
7903,-23.29,-46.74,francisco morato,SP
7902,-23.29,-46.74,francisco morato,SP
7996,-23.3,-46.72,francisco morato,SP
7916,-23.27,-46.76,francisco morato,SP
7985,-23.29,-46.71,francisco morato,SP
7998,-23.29,-46.74,francisco morato,SP
7942,-23.27,-46.74,francisco morato,SP
7936,-23.26,-46.74,francisco morato,SP
7920,-23.27,-46.76,francisco morato,SP
7911,-23.28,-46.75,francisco morato,SP
7990,-23.28,-46.74,francisco morato,SP
7955,-23.26,-46.72,francisco morato,SP
7952,-23.27,-46.72,francisco morato,SP
7941,-23.27,-46.74,francisco morato,SP
7906,-23.3,-46.74,francisco morato,SP
7910,-23.28,-46.75,francisco morato,SP
7901,-23.28,-46.75,francisco morato,SP
7943,-23.26,-46.74,francisco morato,SP
7929,-23.26,-46.75,francisco morato,SP
7909,-23.29,-46.75,francisco morato,SP
7917,-23.28,-46.75,francisco morato,SP
7940,-23.27,-46.75,francisco morato,SP
7986,-23.29,-46.7,francisco morato,SP
7915,-23.28,-46.76,francisco morato,SP
7904,-23.3,-46.74,francisco morato,SP
7992,-23.29,-46.74,francisco morato,SP
7980,-23.28,-46.74,francisco morato,SP
7957,-23.25,-46.75,francisco morato,SP
7914,-23.28,-46.75,francisco morato,SP
7913,-23.29,-46.76,francisco morato,SP
7988,-23.28,-46.74,francisco morato,SP
7997,-23.27,-46.74,francisco morato,SP
7907,-23.29,-46.75,francisco morato,SP
7951,-23.27,-46.73,francisco morato,SP
7989,-23.3,-46.71,francisco morato,SP
7946,-23.27,-46.72,francisco morato,SP
7991,-23.28,-46.76,francisco morato,SP
7950,-23.28,-46.76,francisco morato,SP
7987,-23.29,-46.7,francisco morato,SP
7919,-23.27,-46.73,francisco morato,SP
7944,-23.27,-46.73,francisco morato,SP
7945,-23.26,-46.73,francisco morato,SP
7912,-23.29,-46.76,francisco morato,SP
7956,-23.28,-46.73,francisco morato,SP
7905,-23.29,-46.76,francisco morato,SP
7921,-23.27,-46.76,francisco morato,SP
7934,-23.28,-46.75,francisco morato,SP
7953,-23.27,-46.73,francisco morato,SP
7935,-23.26,-46.74,francisco morato,SP
8010,-23.49,-46.44,são paulo,SP
8080,-23.48,-46.43,sao paulo,SP
8030,-23.5,-46.42,sao paulo,SP
8011,-23.5,-46.45,são paulo,SP
8022,-23.49,-46.42,sao paulo,SP
8041,-23.52,-46.44,são paulo,SP
8090,-23.48,-46.42,sao paulo,SP
8051,-23.51,-46.47,sao paulo,SP
8071,-23.49,-46.46,sao paulo,SP
8081,-23.49,-46.42,sao paulo,SP
8042,-23.51,-46.43,sao paulo,SP
8032,-23.52,-46.42,sao paulo,SP
